customer_id,active_user_pct,login_days_30d,feature_adoption_pct,usage_trend_pct
CUST-100113,60.8,17,55.8,-11.5
CUST-100114,97.6,3,55.4,-15.0
CUST-100115,99.9,30,100.0,-11.0
CUST-100116,47.2,30,51.9,-0.6
CUST-100117,62.7,18,72.9,-0.3
CUST-100118,82.5,4,60.1,10.6
CUST-100119,65.3,25,49.7,-12.4
CUST-100120,75.4,23,69.0,-24.5
CUST-100121,70.3,23,74.1,10.9
CUST-100122,68.6,15,59.1,-6.5
CUST-100123,78.6,19,56.4,-2.4
CUST-100124,49.9,22,64.1,11.7
CUST-100125,68.0,23,42.8,-2.1
CUST-100126,67.7,26,75.7,-22.5
CUST-100127,80.3,13,81.4,-17.0
CUST-100128,70.4,16,99.7,-12.2
CUST-100129,43.4,7,80.4,-11.4
CUST-100130,63.9,0,14.7,-28.5
CUST-100131,67.3,13,59.1,43.2
CUST-100132,56.2,5,68.8,-4.8
CUST-100133,75.5,14,44.6,17.8
CUST-100134,97.2,21,88.3,1.1
CUST-100135,74.1,30,88.9,-3.6
CUST-100136,60.3,12,57.4,-5.8
CUST-100137,100.0,14,65.9,-16.8
CUST-100138,91.6,12,65.6,16.8
CUST-100139,76.0,3,91.0,30.3
CUST-100140,98.6,24,98.4,-11.3
CUST-100141,71.5,4,93.8,9.8
CUST-100142,65.5,18,43.4,-23.3
CUST-100143,73.4,15,39.8,17.9
CUST-100144,56.9,14,79.5,15.2
CUST-100145,70.7,18,67.2,13.1
CUST-100146,85.2,30,66.2,1.4
CUST-100147,88.5,22,75.6,18.0
CUST-100148,91.9,1,45.1,11.0
CUST-100149,68.6,23,72.8,15.7
CUST-100150,75.6,22,77.9,-19.4
CUST-100151,70.8,21,75.2,5.8
CUST-100152,82.8,7,83.4,-5.4
CUST-100153,49.0,4,31.8,-15.9
CUST-100154,100.0,9,90.2,-12.4
CUST-100155,51.2,14,34.3,26.0
CUST-100156,67.5,20,76.6,-3.4
CUST-100157,56.3,28,46.3,17.5
CUST-100158,54.3,16,63.1,9.9
CUST-100159,43.3,25,77.7,-0.4
CUST-100160,74.2,28,80.0,0.9
CUST-100161,92.7,1,61.4,-5.0
CUST-100162,59.9,18,74.1,-15.0
CUST-100163,68.7,21,65.1,0.8
CUST-100164,70.4,11,100.0,-14.5
CUST-100165,82.2,24,100.0,-6.8
CUST-100166,52.2,20,52.4,-10.6
CUST-100167,90.6,1,70.4,8.3
CUST-100168,100.0,27,77.2,-12.7
CUST-100169,55.5,5,69.8,28.5
CUST-100170,73.3,19,85.2,1.4
CUST-100171,81.1,19,80.8,-19.3
CUST-100172,56.7,8,32.8,38.8
CUST-100173,64.1,27,93.7,10.2
CUST-100174,81.7,30,48.2,0.5
CUST-100175,97.0,16,80.3,0.2
CUST-100176,81.1,12,69.2,-32.4
CUST-100177,81.7,15,39.8,-17.4
CUST-100178,74.7,21,60.6,-11.0
CUST-100179,44.4,7,88.1,9.0
CUST-100180,62.9,17,42.2,21.7
CUST-100181,65.0,24,67.7,15.5
CUST-100182,71.7,28,80.7,2.2
CUST-100183,64.0,9,48.5,-3.1
CUST-100184,60.0,20,90.9,-10.9
CUST-100185,97.4,18,94.7,5.0
CUST-100186,80.3,18,53.1,36.2
CUST-100187,65.4,20,72.1,-24.2
CUST-100188,77.1,5,52.4,-14.1
CUST-100189,82.9,27,96.8,-22.5
CUST-100190,83.6,14,94.9,-10.5
CUST-100191,85.4,10,81.1,-15.4
CUST-100192,40.7,0,25.1,10.4
CUST-100193,77.5,28,85.9,15.5
CUST-100194,80.8,11,84.2,11.9
CUST-100195,70.3,9,66.1,14.6
CUST-100196,100.0,12,91.7,-34.2
CUST-100197,68.2,1,49.3,-10.4
CUST-100198,77.0,29,100.0,-26.1
CUST-100199,100.0,15,59.2,4.0
CUST-100200,44.5,9,95.8,-9.9
CUST-100201,100.0,15,100.0,29.4
CUST-100202,68.9,14,58.0,12.5
CUST-100203,56.8,4,65.0,8.6
CUST-100204,92.7,17,61.3,21.6
CUST-100205,74.5,9,29.1,5.8
CUST-100206,68.5,18,98.6,-20.0
CUST-100207,100.0,2,57.9,-10.8
CUST-100208,70.2,8,63.5,-15.8
CUST-100209,62.5,10,67.7,1.8
CUST-100210,76.4,28,69.9,12.6
CUST-100211,87.9,18,47.8,-20.0
CUST-100212,64.3,29,56.1,11.4
CUST-100213,75.2,16,59.9,-14.9
CUST-100214,29.5,22,45.8,11.1
CUST-100215,68.7,10,98.2,-11.6
CUST-100216,77.8,7,62.4,-5.3
CUST-100217,87.9,1,66.3,-3.2
CUST-100218,64.3,20,93.3,2.0
CUST-100219,63.9,19,96.2,1.2
CUST-100220,66.0,16,59.1,-17.2
CUST-100221,70.6,17,78.0,-19.1
CUST-100222,93.4,2,100.0,10.4
CUST-100223,76.9,1,74.7,32.5
CUST-100224,70.4,1,18.7,-9.0
CUST-100225,61.8,24,59.0,-11.9
CUST-100226,72.7,27,71.0,6.7
CUST-100227,64.8,0,79.5,-9.2
CUST-100228,81.3,6,72.0,6.3
CUST-100229,69.6,1,46.6,19.9
CUST-100230,68.0,27,77.3,-7.8
CUST-100231,62.4,24,85.8,6.6
CUST-100232,71.7,30,61.3,14.4
CUST-100233,89.1,22,100.0,-1.9
CUST-100234,58.8,27,68.8,6.3
CUST-100235,76.8,7,82.1,11.8
CUST-100236,69.5,8,89.0,29.0
CUST-100237,67.6,27,49.4,39.1
CUST-100238,64.1,7,19.4,-4.0
CUST-100239,73.5,11,35.9,-5.6
CUST-100240,75.8,6,51.5,-5.7
CUST-100241,47.2,29,27.1,15.0
CUST-100242,74.6,7,54.5,-12.7
CUST-100243,99.4,23,57.2,9.2
CUST-100244,84.7,24,73.1,17.2
CUST-100245,51.4,14,70.4,-0.6
CUST-100246,74.9,16,45.4,22.8
CUST-100247,90.0,7,53.2,25.1
CUST-100248,95.5,18,31.4,18.6
CUST-100249,54.6,15,58.5,0.9
CUST-100250,92.0,3,42.0,-29.3
CUST-100251,63.5,8,67.7,9.8
CUST-100252,52.2,12,60.0,-32.5
CUST-100253,76.3,24,87.9,-27.7
CUST-100254,100.0,19,73.5,-3.9
CUST-100255,69.0,11,57.6,-35.6
CUST-100256,68.3,2,100.0,5.3
CUST-100257,71.5,30,55.5,-27.4
CUST-100258,60.0,17,87.2,-2.2
CUST-100259,83.5,25,52.0,4.3
CUST-100260,82.0,5,70.0,-3.6
CUST-100261,100.0,13,72.2,35.2
CUST-100262,92.6,6,56.3,-16.1
CUST-100263,85.1,10,79.4,-11.5
CUST-100264,69.1,9,51.6,-12.2
CUST-100265,72.5,29,81.4,-8.3
CUST-100266,43.1,9,51.2,-13.8
CUST-100267,83.4,21,40.7,1.1
CUST-100268,100.0,29,39.6,-11.7
CUST-100269,91.1,7,100.0,7.1
CUST-100270,78.0,13,47.2,-11.3
CUST-100271,86.9,21,48.9,-11.8
CUST-100272,76.7,26,72.3,15.3
CUST-100273,100.0,3,38.8,9.4
CUST-100274,83.1,10,94.5,-2.5
CUST-100275,46.7,30,36.8,22.2
CUST-100276,67.1,23,76.0,17.5
CUST-100277,56.3,24,92.8,-21.4
CUST-100278,62.2,8,64.4,0.7
CUST-100279,67.9,14,46.1,-46.1
CUST-100280,72.4,9,80.0,-21.3
CUST-100281,84.1,13,81.0,-6.4
CUST-100282,73.8,14,100.0,-22.3
CUST-100283,75.0,13,69.1,3.1
CUST-100284,58.6,1,50.5,30.1
CUST-100285,49.3,8,54.4,-6.8
CUST-100286,100.0,26,45.7,-14.6
CUST-100287,52.4,3,64.6,0.7
CUST-100288,87.1,4,54.4,39.4
CUST-100289,46.4,22,62.1,-7.7
CUST-100290,64.4,20,32.4,-12.9
CUST-100291,79.7,18,68.4,-11.5
CUST-100292,54.8,8,78.4,26.7
CUST-100293,83.1,22,63.4,11.3
CUST-100294,69.2,17,48.8,-0.4
CUST-100295,85.4,29,64.0,-11.7
CUST-100296,36.5,5,87.6,-21.8
CUST-100297,64.7,20,83.1,1.9
CUST-100298,86.0,18,61.6,25.4
CUST-100299,62.1,7,45.4,-6.6
CUST-100300,72.2,21,83.6,22.8
CUST-100301,74.0,4,91.2,-10.3
CUST-100302,84.4,12,11.7,-13.2
CUST-100303,84.2,19,42.7,12.0
CUST-100304,87.5,12,80.8,-8.3
CUST-100305,73.5,19,50.2,-14.9
CUST-100306,43.4,21,85.4,17.5
CUST-100307,30.4,1,71.5,19.5
CUST-100308,48.6,17,41.1,19.0
CUST-100309,84.5,10,86.7,-5.3
CUST-100310,85.9,14,46.0,3.5
CUST-100311,84.6,5,77.3,8.9
CUST-100312,51.9,25,45.7,6.8
CUST-100313,73.3,15,53.9,-18.0
CUST-100314,62.4,16,30.4,-20.1
CUST-100315,74.9,30,79.0,20.1
CUST-100316,54.7,2,46.9,6.2
CUST-100317,67.9,28,47.7,16.0
CUST-100318,70.5,25,36.1,-16.6
CUST-100319,70.5,0,72.1,3.6
CUST-100320,93.4,24,90.3,-28.3
CUST-100321,81.9,8,75.5,7.0
CUST-100322,66.1,3,32.3,-2.0
CUST-100323,71.6,8,64.2,4.1
CUST-100324,100.0,6,98.4,-23.3
CUST-100325,78.5,17,80.5,-12.6
CUST-100326,84.3,26,100.0,-10.4
CUST-100327,87.6,16,87.5,-13.7
CUST-100328,86.6,3,62.1,19.9
CUST-100329,100.0,20,51.1,-9.9
CUST-100330,59.6,20,68.1,14.3
CUST-100331,49.4,18,85.9,-5.0
CUST-100332,86.2,8,75.5,10.3
CUST-100333,52.5,17,49.8,53.1
CUST-100334,81.9,25,62.4,-2.3
CUST-100335,75.2,10,100.0,6.6
CUST-100336,54.2,11,79.8,-18.7
CUST-100337,74.0,25,100.0,-5.1
CUST-100338,100.0,25,77.5,-24.8
CUST-100339,43.5,4,26.6,33.7
CUST-100340,90.3,19,62.7,9.9
CUST-100341,66.0,0,50.6,7.8
CUST-100342,23.7,10,73.7,-0.8
CUST-100343,77.1,22,100.0,6.7
CUST-100344,78.0,23,61.5,-1.6
CUST-100345,67.0,20,88.7,8.9
CUST-100346,68.5,28,53.4,-5.3
CUST-100347,60.8,25,63.9,-10.9
CUST-100348,68.2,17,100.0,4.8
CUST-100349,84.7,0,85.4,1.5
CUST-100350,59.0,28,79.6,2.7
CUST-100351,70.3,3,41.2,-17.8
CUST-100352,65.3,1,37.1,0.3
CUST-100353,81.2,21,90.7,-11.8
CUST-100354,57.3,27,54.6,-18.2
CUST-100355,59.5,11,80.8,4.7
CUST-100356,78.3,26,33.6,1.7
CUST-100357,80.4,18,34.2,13.6
CUST-100358,93.9,7,54.9,-32.6
CUST-100359,79.0,25,92.0,36.2
CUST-100360,81.0,10,37.2,6.6
CUST-100361,61.3,29,70.7,35.2
CUST-100362,92.0,24,91.7,-23.6
CUST-100363,82.1,15,48.6,35.8
CUST-100364,87.2,1,79.0,-17.6
CUST-100365,79.0,15,63.5,31.6
CUST-100366,57.5,23,64.7,16.8
CUST-100367,55.9,11,89.9,5.2
CUST-100368,78.2,28,74.8,-12.0
CUST-100369,63.2,26,61.7,-4.6
CUST-100370,53.7,5,51.3,-6.9
CUST-100371,65.2,12,75.3,15.9
CUST-100372,82.3,16,28.7,-6.5
CUST-100373,70.3,25,28.9,-1.5
CUST-100374,100.0,21,60.9,33.0
CUST-100375,71.1,19,37.1,-0.9
CUST-100376,62.5,27,24.8,-8.8
CUST-100377,65.7,21,100.0,-22.2
CUST-100378,61.4,18,49.6,-10.9
CUST-100379,93.9,5,56.7,-12.9
CUST-100380,79.4,29,61.2,-15.1
CUST-100381,60.5,28,78.1,-37.6
CUST-100382,55.1,18,53.3,5.3
CUST-100383,100.0,1,37.2,21.1
CUST-100384,74.5,22,21.1,13.8
CUST-100385,34.5,6,100.0,-5.2
CUST-100386,61.7,30,75.2,-27.3
CUST-100387,62.4,26,75.9,-13.2
CUST-100388,73.8,3,96.5,-12.9
CUST-100389,69.9,16,72.7,28.4
CUST-100390,89.8,7,90.8,-19.6
CUST-100391,57.2,20,40.5,-8.4
CUST-100392,77.8,13,42.8,1.5
CUST-100393,86.8,20,86.0,15.6
CUST-100394,83.4,28,43.4,-30.7
CUST-100395,62.5,16,44.8,22.0
CUST-100396,70.9,15,27.3,14.0
CUST-100397,88.4,24,70.3,22.7
CUST-100398,69.8,3,70.1,-20.3
CUST-100399,74.7,27,53.1,7.6
CUST-100400,40.6,28,80.8,-1.2
CUST-100401,64.6,26,100.0,10.0
CUST-100402,48.8,13,37.3,-10.5
CUST-100403,94.2,0,66.6,-10.0
CUST-100404,75.4,20,77.9,-9.2
CUST-100405,73.1,21,77.8,-6.2
CUST-100406,75.2,15,78.7,-3.9
CUST-100407,63.6,7,61.6,-19.2
CUST-100408,65.2,15,60.3,-21.6
CUST-100409,78.4,0,62.4,24.7
CUST-100410,86.0,26,80.2,4.2
CUST-100411,71.0,3,94.8,-35.1
CUST-100412,70.3,22,77.2,-15.5
CUST-100413,100.0,29,91.6,-13.1
CUST-100414,80.1,21,26.9,-20.9
CUST-100415,56.9,29,63.1,-20.4
CUST-100416,80.8,12,60.1,-2.5
CUST-100417,37.6,30,97.0,1.3
CUST-100418,73.7,22,56.9,6.2
CUST-100419,67.6,30,85.2,-11.3
CUST-100420,70.0,28,48.3,15.2
CUST-100421,19.7,1,59.8,-18.7
CUST-100422,83.0,25,83.7,-3.1
CUST-100423,65.0,12,71.5,-1.7
CUST-100424,81.4,0,60.8,-5.6
CUST-100425,89.6,23,79.3,17.6
CUST-100426,50.5,16,87.7,16.1
CUST-100427,44.4,14,26.6,12.8
CUST-100428,54.9,18,53.1,-13.9
CUST-100429,63.8,13,87.7,16.2
CUST-100430,58.8,9,83.9,-18.9
CUST-100431,77.1,20,46.3,-15.2
CUST-100432,68.7,9,60.9,1.4
CUST-100433,75.9,10,69.7,29.2
CUST-100434,42.0,24,91.3,-3.1
CUST-100435,100.0,30,73.4,2.0
CUST-100436,56.1,25,52.3,21.4
CUST-100437,84.0,13,100.0,-15.8
CUST-100438,68.1,22,48.8,15.9
CUST-100439,55.5,9,97.8,21.1
CUST-100440,97.5,12,33.0,-25.0
CUST-100441,71.4,27,74.0,19.2
CUST-100442,93.7,23,93.1,-14.3
CUST-100443,91.8,8,91.4,9.6
CUST-100444,63.7,2,29.8,18.8
CUST-100445,100.0,7,53.9,-15.4
CUST-100446,93.2,9,100.0,11.8
CUST-100447,52.3,7,86.4,16.4
CUST-100448,47.4,14,64.7,9.1
CUST-100449,53.5,26,95.1,-17.4
CUST-100450,75.9,12,46.5,-1.6
CUST-100451,49.5,4,68.5,-37.2
CUST-100452,100.0,12,43.4,35.9
CUST-100453,100.0,18,56.1,-32.3
CUST-100454,81.1,8,52.0,39.0
CUST-100455,87.5,20,71.1,-28.4
CUST-100456,58.4,20,71.8,21.6
CUST-100457,91.7,19,77.5,-12.7
CUST-100458,79.8,5,12.3,12.3
CUST-100459,61.4,15,86.6,-3.1
CUST-100460,67.8,5,85.8,-5.3
CUST-100461,92.5,30,55.7,22.8
CUST-100462,47.8,7,79.1,19.9
CUST-100463,74.5,23,100.0,12.5
CUST-100464,65.0,0,58.9,-8.6
CUST-100465,19.3,24,100.0,19.6
CUST-100466,74.3,11,51.8,18.2
CUST-100467,100.0,8,81.1,-8.8
CUST-100468,42.5,25,70.6,5.7
CUST-100469,92.8,3,98.5,-5.4
CUST-100470,74.0,24,79.2,-16.5
CUST-100471,80.9,23,56.2,9.2
CUST-100472,93.3,12,54.2,0.8
CUST-100473,61.2,2,91.7,-10.0
CUST-100474,95.0,16,19.2,9.0
CUST-100475,61.5,25,42.2,-3.6
CUST-100476,70.1,20,40.7,37.7
CUST-100477,78.0,16,99.9,15.8
CUST-100478,62.4,8,33.5,6.2
CUST-100479,89.9,17,48.0,1.2
CUST-100480,87.3,30,100.0,10.4
CUST-100481,76.0,0,87.9,-5.4
CUST-100482,60.7,30,51.5,9.4
CUST-100483,73.3,26,39.5,-12.5
CUST-100484,91.2,21,81.3,41.5
CUST-100485,78.1,6,63.0,-14.8
CUST-100486,51.6,24,84.7,14.3
CUST-100487,72.6,8,70.5,-3.2
CUST-100488,47.3,17,75.7,-35.6
CUST-100489,57.0,22,54.0,2.0
CUST-100490,63.1,8,64.0,-17.8
CUST-100491,61.8,22,77.3,6.0
CUST-100492,53.2,7,68.6,17.8
CUST-100493,93.7,25,85.1,14.7
CUST-100494,51.4,18,86.0,-1.2
CUST-100495,65.7,14,91.1,6.1
CUST-100496,56.5,27,100.0,6.8
CUST-100497,54.4,15,98.9,6.5
CUST-100498,73.3,25,72.1,-24.9
CUST-100499,79.6,10,68.9,-25.8
CUST-100500,51.5,30,68.5,3.9
CUST-100501,80.9,2,91.5,-21.6
CUST-100502,86.3,12,65.3,-8.2
CUST-100503,80.6,7,83.0,2.7
CUST-100504,49.8,11,35.2,26.2
CUST-100505,70.1,5,58.0,-10.3
CUST-100506,68.2,11,100.0,-0.2
CUST-100507,54.4,9,96.7,12.0
CUST-100508,57.9,0,51.3,-31.9
CUST-100509,59.0,17,61.1,-19.0
CUST-100510,56.0,7,75.0,8.7
CUST-100511,68.3,9,72.8,28.3
CUST-100512,56.7,0,35.8,16.8
CUST-100513,72.6,2,24.7,11.8
CUST-100514,68.0,25,51.7,-9.1
CUST-100515,64.8,5,42.0,-7.2
CUST-100516,65.2,23,60.7,5.0
CUST-100517,90.6,20,36.7,-17.5
CUST-100518,57.9,3,45.5,21.3
CUST-100519,62.6,7,78.9,23.3
CUST-100520,74.6,2,55.3,-10.9
CUST-100521,62.3,25,62.2,-19.1
CUST-100522,77.8,12,100.0,2.5
CUST-100523,67.6,15,81.1,23.9
CUST-100524,67.7,27,31.3,13.4
CUST-100525,32.5,0,64.4,2.6
CUST-100526,97.1,2,83.6,7.7
CUST-100527,62.0,20,100.0,-13.4
CUST-100528,60.2,15,47.5,-2.1
CUST-100529,73.1,7,88.9,-18.2
CUST-100530,89.3,23,78.2,-21.2
CUST-100531,65.7,30,51.0,6.8
CUST-100532,81.7,18,77.4,-5.0
CUST-100533,51.0,25,79.5,11.3
CUST-100534,65.4,10,52.5,44.7
CUST-100535,78.3,24,69.9,6.4
CUST-100536,96.5,0,100.0,56.7
CUST-100537,69.7,8,49.8,-13.7
CUST-100538,93.3,28,49.1,-0.5
CUST-100539,70.1,10,100.0,43.0
CUST-100540,63.2,25,81.9,0.4
CUST-100541,93.2,24,63.3,-9.4
CUST-100542,100.0,18,100.0,-22.2
CUST-100543,75.9,13,60.8,5.0
CUST-100544,100.0,8,65.5,-17.3
CUST-100545,75.7,20,84.8,-29.1
CUST-100546,96.7,13,32.1,4.2
CUST-100547,63.0,11,99.4,5.9
CUST-100548,85.7,23,92.8,-16.5
CUST-100549,70.3,22,62.6,-21.1
CUST-100550,64.7,17,100.0,-6.5
CUST-100551,73.4,5,69.4,1.4
CUST-100552,52.2,21,99.3,-2.0
CUST-100553,69.1,16,54.3,-17.6
CUST-100554,68.4,29,73.1,20.6
CUST-100555,69.4,11,60.9,-22.9
CUST-100556,100.0,28,90.0,30.6
CUST-100557,70.0,12,59.5,-1.0
CUST-100558,29.6,4,56.7,-13.8
CUST-100559,38.5,29,70.5,20.6
CUST-100560,89.8,10,52.3,-27.8
CUST-100561,71.8,0,74.8,32.6
CUST-100562,54.5,11,89.6,-1.8
CUST-100563,79.1,12,73.8,23.1
CUST-100564,17.9,7,80.6,4.4
CUST-100565,57.7,27,71.3,-3.7
CUST-100566,67.4,23,56.2,14.4
CUST-100567,66.2,12,68.5,-6.1
CUST-100568,50.8,26,60.6,45.2
CUST-100569,95.2,20,54.6,-7.1
CUST-100570,78.4,5,98.1,19.3
CUST-100571,75.0,3,100.0,8.9
CUST-100572,76.2,12,90.8,-15.0
CUST-100573,90.0,9,61.7,13.7
CUST-100574,69.6,8,56.5,-24.5
CUST-100575,70.8,21,76.0,37.7
CUST-100576,76.7,17,54.6,2.6
CUST-100577,69.5,1,94.5,-8.0
CUST-100578,93.7,9,34.4,-19.0
CUST-100579,100.0,28,52.2,-10.5
CUST-100580,51.5,27,48.4,27.6
CUST-100581,41.0,20,47.8,18.8
CUST-100582,88.8,18,92.1,19.5
CUST-100583,68.4,5,29.1,15.5
CUST-100584,36.6,25,66.2,0.3
CUST-100585,79.3,6,83.7,4.1
CUST-100586,77.0,21,94.3,-10.7
CUST-100587,69.8,21,50.3,7.1
CUST-100588,29.3,10,100.0,5.3
CUST-100589,64.7,0,54.4,10.4
CUST-100590,46.9,20,94.9,5.8
CUST-100591,80.8,8,91.6,-15.8
CUST-100592,81.7,5,87.3,-12.0
CUST-100593,58.6,16,69.0,-1.2
CUST-100594,54.2,4,88.3,-13.7
CUST-100595,39.9,19,18.9,4.1
CUST-100596,47.6,24,72.9,9.9
CUST-100597,82.7,14,23.5,3.6
CUST-100598,92.7,17,74.5,22.8
CUST-100599,85.4,19,98.8,28.0
CUST-100600,78.9,1,50.3,-20.6
CUST-100601,95.3,6,80.0,15.2
CUST-100602,88.2,9,37.9,3.6
CUST-100603,81.4,5,50.0,-9.6
CUST-100604,72.1,11,100.0,-22.3
CUST-100605,57.5,17,91.7,-39.1
CUST-100606,43.5,17,77.1,-3.9
CUST-100607,71.1,25,78.8,2.7
CUST-100608,68.8,3,47.9,-7.5
CUST-100609,63.2,20,91.6,8.9
CUST-100610,89.5,9,65.6,21.9
CUST-100611,85.4,29,54.0,3.9
CUST-100612,91.2,17,51.0,2.4
CUST-100613,76.2,22,83.9,-17.3
CUST-100614,53.9,17,75.9,-9.7
CUST-100615,67.6,4,77.6,-12.4
CUST-100616,61.3,29,61.4,14.6
CUST-100617,72.5,5,70.3,-21.4
CUST-100618,75.8,17,46.3,-0.1
CUST-100619,61.0,30,72.3,9.8
CUST-100620,68.1,19,88.6,29.4
CUST-100621,58.8,0,53.3,-15.8
CUST-100622,61.9,22,77.1,-21.1
CUST-100623,63.8,18,100.0,-16.0
CUST-100624,91.7,2,77.4,-27.8
CUST-100625,45.6,5,96.9,-0.1
CUST-100626,46.9,25,67.2,-29.1
CUST-100627,66.3,14,47.3,4.4
CUST-100628,84.9,5,64.5,-11.6
CUST-100629,83.7,4,32.1,8.6
CUST-100630,50.9,3,50.6,16.2
CUST-100631,46.0,20,57.4,-1.5
CUST-100632,68.6,0,63.6,9.2
CUST-100633,54.1,23,36.2,12.0
CUST-100634,80.8,3,80.0,10.2
CUST-100635,100.0,5,94.1,13.0
CUST-100636,70.5,24,0.0,3.8
CUST-100637,74.4,2,65.4,-19.5
CUST-100638,85.8,20,54.3,-55.8
CUST-100639,56.4,28,70.2,19.9
CUST-100640,82.5,0,59.9,7.1
CUST-100641,93.3,26,55.0,11.9
CUST-100642,68.4,20,45.4,8.9
CUST-100643,83.6,1,68.4,-41.8
CUST-100644,70.2,28,22.0,-27.1
CUST-100645,56.1,2,56.5,-34.1
CUST-100646,100.0,25,100.0,-13.5
