customer_id,support_tickets_30d,high_severity_cases,avg_resolution_days
CUST-100304,5,0,1.2
CUST-100305,3,0,4.5
CUST-100306,0,0,5.1
CUST-100307,5,1,5.5
CUST-100308,3,0,5.4
CUST-100309,1,2,3.4
CUST-100310,1,0,6.1
CUST-100311,2,1,2.4
CUST-100312,2,0,5.1
CUST-100313,2,1,1.3
CUST-100314,0,0,6.0
CUST-100315,1,1,6.4
CUST-100316,0,0,3.4
CUST-100317,2,0,5.6
CUST-100318,3,0,1.5
CUST-100319,2,0,1.9
CUST-100320,3,0,5.4
CUST-100321,3,0,0.8
CUST-100322,2,1,4.5
CUST-100323,2,0,2.8
CUST-100324,1,0,4.9
CUST-100325,1,0,1.8
CUST-100326,6,0,4.0
CUST-100327,3,0,3.6
CUST-100328,2,1,4.8
CUST-100329,1,0,5.2
CUST-100330,0,1,3.5
CUST-100331,0,0,2.9
CUST-100332,0,0,5.4
CUST-100333,1,1,6.0
CUST-100334,4,0,4.2
CUST-100335,5,0,2.9
CUST-100336,0,0,5.0
CUST-100337,1,0,4.3
CUST-100338,2,0,2.4
CUST-100339,1,0,4.3
CUST-100340,0,0,7.9
CUST-100341,1,1,1.9
CUST-100342,3,0,2.0
CUST-100343,3,0,4.3
CUST-100344,0,0,5.5
CUST-100345,0,0,3.6
CUST-100346,3,0,6.2
CUST-100347,3,0,0.5
CUST-100348,0,1,6.5
CUST-100349,1,0,6.3
CUST-100350,6,0,3.3
CUST-100351,1,0,5.4
CUST-100352,1,1,5.3
CUST-100353,3,0,5.2
CUST-100354,2,1,4.9
CUST-100355,2,0,2.4
CUST-100356,3,3,3.0
CUST-100357,3,0,4.7
CUST-100358,2,1,4.8
CUST-100359,5,1,5.5
CUST-100360,3,1,0.5
CUST-100361,3,0,2.5
CUST-100362,1,0,5.2
CUST-100363,2,1,2.4
CUST-100364,1,0,9.6
CUST-100365,1,0,6.6
CUST-100366,2,2,4.0
CUST-100367,2,0,3.6
CUST-100368,1,0,3.1
CUST-100369,4,1,3.0
CUST-100370,2,0,2.3
CUST-100371,1,0,2.7
CUST-100372,2,0,4.1
CUST-100373,2,0,1.8
CUST-100374,3,3,5.1
CUST-100375,3,0,6.9
CUST-100376,2,0,4.2
CUST-100377,3,0,4.8
CUST-100378,4,0,2.4
CUST-100379,3,1,3.0
CUST-100380,0,2,1.7
CUST-100381,0,0,2.3
CUST-100382,3,0,3.1
CUST-100383,1,0,2.8
CUST-100384,2,0,3.9
CUST-100385,0,0,4.1
CUST-100386,1,1,5.0
CUST-100387,4,0,5.0
CUST-100388,1,1,5.0
CUST-100389,5,0,5.5
CUST-100390,0,0,0.9
CUST-100391,1,0,1.2
CUST-100392,1,0,0.5
CUST-100393,2,0,3.8
CUST-100394,5,0,0.5
CUST-100395,0,1,3.0
CUST-100396,1,0,0.5
CUST-100397,6,0,1.8
CUST-100398,0,1,8.3
CUST-100399,0,0,7.7
CUST-100400,1,0,4.4
CUST-100401,2,2,0.8
CUST-100402,1,0,5.6
CUST-100403,3,0,0.9
CUST-100404,2,0,3.6
CUST-100405,1,0,3.8
CUST-100406,4,0,2.2
CUST-100407,2,0,0.5
CUST-100408,2,0,2.9
CUST-100409,3,0,6.4
CUST-100410,3,1,3.0
CUST-100411,2,0,3.8
CUST-100412,5,1,6.1
CUST-100413,2,0,4.2
CUST-100414,1,2,2.9
CUST-100415,1,2,4.2
CUST-100416,0,0,5.0
CUST-100417,0,1,2.7
CUST-100418,2,0,3.4
CUST-100419,3,0,3.6
CUST-100420,0,0,2.8
CUST-100421,1,0,0.5
CUST-100422,1,0,3.2
CUST-100423,1,0,2.7
CUST-100424,1,0,4.7
CUST-100425,1,1,4.5
CUST-100426,2,0,7.2
CUST-100427,3,1,0.5
CUST-100428,1,0,5.2
CUST-100429,3,0,6.9
CUST-100430,2,0,5.0
CUST-100431,3,0,6.0
CUST-100432,2,0,3.0
CUST-100433,1,0,7.4
CUST-100434,1,0,5.0
CUST-100435,3,0,3.8
CUST-100436,1,1,6.4
CUST-100437,0,2,2.7
CUST-100438,0,0,4.9
CUST-100439,3,0,3.8
CUST-100440,0,0,2.3
CUST-100441,4,0,3.7
CUST-100442,1,0,2.7
CUST-100443,3,0,4.2
CUST-100444,1,1,4.2
CUST-100445,0,0,3.7
CUST-100446,1,0,1.0
CUST-100447,4,0,0.5
CUST-100448,2,0,7.1
CUST-100449,3,0,6.8
CUST-100450,0,0,4.2
CUST-100451,1,1,2.1
CUST-100452,0,2,1.9
CUST-100453,1,0,6.5
CUST-100454,4,0,5.9
CUST-100455,1,0,1.9
CUST-100456,0,0,4.1
CUST-100457,1,2,5.3
CUST-100458,4,1,3.8
CUST-100459,2,0,1.4
CUST-100460,0,2,0.6
CUST-100461,3,1,3.9
CUST-100462,1,0,7.4
CUST-100463,0,0,1.2
CUST-100464,0,0,1.0
CUST-100465,1,0,2.7
CUST-100466,2,0,3.9
CUST-100467,0,0,5.1
CUST-100468,1,0,3.8
CUST-100469,1,0,0.5
CUST-100470,1,0,5.8
CUST-100471,2,0,7.4
CUST-100472,1,0,3.6
CUST-100473,4,1,6.7
CUST-100474,1,1,0.5
CUST-100475,2,0,7.6
CUST-100476,2,0,6.7
CUST-100477,4,0,1.3
CUST-100478,1,0,8.5
CUST-100479,2,0,2.8
CUST-100480,2,1,0.5
CUST-100481,3,0,6.1
CUST-100482,3,0,0.5
CUST-100483,2,0,1.7
CUST-100484,5,1,0.5
CUST-100485,1,0,2.1
CUST-100486,1,0,5.1
CUST-100487,5,1,4.3
CUST-100488,3,0,3.6
CUST-100489,4,1,3.7
CUST-100490,1,2,3.4
CUST-100491,2,0,3.8
CUST-100492,1,1,2.3
CUST-100493,0,1,2.6
CUST-100494,0,1,3.6
CUST-100495,1,1,2.8
CUST-100496,1,1,4.3
CUST-100497,0,0,4.7
CUST-100498,2,1,5.1
CUST-100499,2,1,0.9
CUST-100500,2,1,2.4
CUST-100501,2,0,0.5
CUST-100502,1,0,3.2
CUST-100503,2,0,2.9
CUST-100504,0,0,5.1
CUST-100505,3,1,5.7
CUST-100506,3,2,4.1
CUST-100507,2,0,2.4
CUST-100508,3,0,4.4
CUST-100509,1,1,1.4
CUST-100510,1,1,2.6
CUST-100511,4,0,3.6
CUST-100512,1,0,0.5
CUST-100513,1,0,5.1
CUST-100514,3,0,3.3
CUST-100515,3,0,4.0
CUST-100516,1,0,5.2
CUST-100517,3,0,2.7
CUST-100518,3,0,6.8
CUST-100519,0,1,1.3
CUST-100520,0,0,0.7
CUST-100521,2,1,3.4
CUST-100522,1,0,5.5
CUST-100523,4,0,2.2
CUST-100524,2,1,1.8
CUST-100525,3,1,5.2
CUST-100526,1,0,4.3
CUST-100527,1,1,6.1
CUST-100528,4,0,6.8
CUST-100529,1,0,5.2
CUST-100530,6,0,3.8
CUST-100531,3,1,6.0
CUST-100532,1,0,0.9
CUST-100533,6,0,0.5
CUST-100534,1,0,6.0
CUST-100535,2,0,3.9
CUST-100536,2,1,1.3
CUST-100537,2,2,7.4
CUST-100538,2,0,2.4
CUST-100539,1,0,4.3
CUST-100540,1,0,0.7
CUST-100541,0,0,0.5
CUST-100542,0,0,1.3
CUST-100543,2,0,5.5
CUST-100544,1,0,1.2
CUST-100545,3,0,4.1
CUST-100546,2,0,2.4
CUST-100547,2,0,5.2
CUST-100548,2,0,2.3
CUST-100549,2,0,3.3
CUST-100550,0,0,3.6
CUST-100551,3,2,1.8
CUST-100552,4,1,3.9
CUST-100553,5,0,1.3
CUST-100554,2,1,1.9
CUST-100555,2,0,3.3
CUST-100556,2,1,2.1
CUST-100557,5,0,4.2
CUST-100558,3,1,3.4
CUST-100559,1,0,3.3
CUST-100560,1,1,3.2
CUST-100561,1,0,2.8
CUST-100562,2,1,1.3
CUST-100563,4,0,0.5
CUST-100564,1,0,1.3
CUST-100565,1,0,1.2
CUST-100566,1,2,0.5
CUST-100567,4,0,0.5
CUST-100568,1,1,3.4
CUST-100569,2,0,1.2
CUST-100570,1,0,2.4
CUST-100571,2,0,3.4
CUST-100572,0,0,6.3
CUST-100573,3,1,2.9
CUST-100574,2,0,1.3
CUST-100575,3,0,0.5
CUST-100576,2,0,2.2
CUST-100577,1,0,2.8
CUST-100578,1,0,3.8
CUST-100579,4,0,1.0
CUST-100580,4,0,3.6
CUST-100581,2,0,5.0
CUST-100582,2,0,6.7
CUST-100583,4,0,0.5
CUST-100584,1,0,0.8
CUST-100585,2,0,2.9
CUST-100586,1,0,7.7
CUST-100587,0,1,0.5
CUST-100588,3,0,1.9
CUST-100589,3,1,3.2
CUST-100590,0,1,3.2
CUST-100591,4,0,4.2
CUST-100592,3,0,3.4
CUST-100593,2,0,4.0
CUST-100594,1,0,2.8
CUST-100595,2,2,2.4
CUST-100596,0,1,4.9
CUST-100597,1,0,2.9
CUST-100598,1,0,4.1
CUST-100599,2,0,4.5
CUST-100600,0,1,4.4
CUST-100601,0,1,4.5
CUST-100602,0,0,3.3
CUST-100603,2,0,2.2
CUST-100604,1,0,4.9
CUST-100605,2,0,1.1
CUST-100606,1,0,4.3
CUST-100607,1,0,4.3
CUST-100608,0,0,4.2
CUST-100609,3,0,7.7
CUST-100610,2,1,4.0
CUST-100611,3,0,2.9
CUST-100612,2,0,3.3
CUST-100613,1,0,5.2
CUST-100614,3,0,4.8
CUST-100615,5,2,1.8
CUST-100616,1,0,2.3
CUST-100617,3,0,2.9
CUST-100618,4,0,5.1
CUST-100619,4,0,0.5
CUST-100620,1,0,6.1
CUST-100621,1,3,5.8
CUST-100622,1,0,8.0
CUST-100623,2,0,5.0
CUST-100624,3,0,2.4
CUST-100625,4,1,3.9
CUST-100626,4,0,3.0
CUST-100627,2,0,1.9
CUST-100628,1,1,6.8
CUST-100629,3,0,1.4
CUST-100630,1,0,5.8
CUST-100631,1,1,4.0
CUST-100632,0,0,6.0
CUST-100633,3,0,4.7
CUST-100634,3,0,2.4
CUST-100635,2,0,3.7
CUST-100636,3,0,2.5
CUST-100637,2,0,4.2
CUST-100638,1,0,3.8
CUST-100639,1,0,3.0
CUST-100640,0,0,2.2
CUST-100641,3,1,1.0
CUST-100642,1,0,1.8
CUST-100643,3,2,5.1
CUST-100644,2,0,4.3
CUST-100645,0,0,2.7
CUST-100646,2,0,0.5
CUST-100647,0,0,1.6
CUST-100648,1,1,4.1
CUST-100649,1,0,5.8
CUST-100650,3,0,4.0
CUST-100651,1,0,6.5
CUST-100652,0,0,3.7
CUST-100653,2,2,4.6
CUST-100654,2,0,3.8
CUST-100655,1,0,3.2
CUST-100656,1,0,2.9
CUST-100657,1,0,6.2
CUST-100658,1,1,3.0
CUST-100659,4,0,1.9
CUST-100660,3,1,2.7
CUST-100661,0,0,2.2
CUST-100662,2,1,4.3
CUST-100663,0,2,1.9
CUST-100664,3,3,3.9
CUST-100665,1,1,6.3
CUST-100666,3,0,0.5
CUST-100667,0,0,3.5
CUST-100668,2,1,5.9
CUST-100669,1,1,5.4
CUST-100670,4,0,1.4
CUST-100671,3,0,6.4
CUST-100672,2,0,5.8
CUST-100673,0,0,5.4
CUST-100674,2,0,3.1
CUST-100675,1,0,3.6
CUST-100676,3,0,1.0
CUST-100677,4,1,3.5
CUST-100678,2,0,0.5
CUST-100679,3,1,6.0
CUST-100680,2,0,2.1
CUST-100681,3,0,5.6
CUST-100682,1,1,4.1
CUST-100683,1,0,2.7
CUST-100684,2,0,6.7
CUST-100685,5,0,0.5
CUST-100686,3,0,2.7
CUST-100687,0,0,6.9
CUST-100688,8,0,3.6
CUST-100689,1,0,8.6
CUST-100690,2,0,0.5
CUST-100691,0,0,4.7
CUST-100692,4,1,3.8
CUST-100693,0,1,4.6
CUST-100694,2,0,5.9
CUST-100695,1,2,5.5
CUST-100696,1,0,9.3
CUST-100697,0,2,6.3
CUST-100698,3,0,4.0
CUST-100699,2,0,2.6
CUST-100700,1,0,7.0
CUST-100701,3,0,0.5
CUST-100702,3,0,5.2
CUST-100703,2,0,2.7
CUST-100704,1,0,0.5
CUST-100705,4,0,4.3
CUST-100706,2,0,5.9
CUST-100707,1,2,3.5
CUST-100708,1,0,2.1
CUST-100709,4,1,7.5
CUST-100710,0,0,5.0
CUST-100711,2,1,0.5
CUST-100712,2,1,3.7
CUST-100713,2,0,2.5
CUST-100714,1,0,4.6
CUST-100715,0,0,5.7
CUST-100716,1,0,6.0
CUST-100717,2,0,2.6
CUST-100718,2,1,5.8
CUST-100719,0,0,3.0
CUST-100720,1,3,2.5
CUST-100721,1,1,4.4
CUST-100722,7,0,3.6
CUST-100723,1,0,2.9
CUST-100724,2,0,2.9
CUST-100725,4,1,5.0
CUST-100726,0,0,3.2
CUST-100727,3,0,4.3
CUST-100728,4,0,3.8
CUST-100729,0,2,5.0
CUST-100730,3,0,2.7
CUST-100731,2,1,2.9
CUST-100732,1,0,1.1
CUST-100733,1,0,2.7
CUST-100734,2,0,5.9
CUST-100735,3,0,3.1
CUST-100736,3,0,2.5
CUST-100737,2,0,4.8
CUST-100738,2,0,3.7
CUST-100739,3,2,3.5
CUST-100740,0,1,5.4
CUST-100741,0,0,0.9
CUST-100742,1,0,4.6
CUST-100743,1,0,4.1
CUST-100744,3,0,5.0
CUST-100745,2,0,5.9
CUST-100746,1,1,5.2
CUST-100747,5,1,6.7
CUST-100748,3,0,0.5
CUST-100749,1,1,6.2
CUST-100750,3,1,5.6
CUST-100751,0,0,4.9
CUST-100752,2,0,2.8
CUST-100753,3,0,5.5
CUST-100754,0,0,5.4
CUST-100755,2,0,1.7
CUST-100756,3,0,2.8
CUST-100757,1,0,7.0
CUST-100758,1,1,3.4
CUST-100759,4,1,1.0
CUST-100760,2,0,4.1
CUST-100761,2,0,2.4
CUST-100762,1,1,5.4
CUST-100763,2,0,3.4
CUST-100764,3,0,0.6
CUST-100765,2,1,7.6
CUST-100766,1,1,2.8
CUST-100767,1,0,2.5
CUST-100768,5,0,7.5
CUST-100769,0,0,3.1
CUST-100770,4,0,4.1
CUST-100771,4,0,2.6
CUST-100772,1,1,2.3
CUST-100773,3,0,3.0
CUST-100774,2,0,2.8
CUST-100775,4,0,4.1
CUST-100776,1,0,3.1
CUST-100777,1,1,5.2
CUST-100778,2,0,2.9
CUST-100779,1,0,1.8
CUST-100780,4,0,1.0
CUST-100781,2,0,3.0
CUST-100782,3,0,4.9
CUST-100783,0,0,6.4
CUST-100784,1,1,3.9
CUST-100785,1,1,0.5
CUST-100786,0,1,5.1
CUST-100787,2,0,1.3
CUST-100788,2,0,6.1
CUST-100789,2,0,6.6
CUST-100790,1,0,5.4
CUST-100791,1,0,2.7
CUST-100792,2,0,7.0
CUST-100793,3,0,4.0
CUST-100794,2,0,4.9
CUST-100795,2,0,5.7
CUST-100796,2,1,2.7
CUST-100797,1,0,3.7
CUST-100798,0,0,3.8
CUST-100799,4,0,1.8
CUST-100800,1,0,1.9
CUST-100801,3,0,6.1
CUST-100802,2,0,5.2
CUST-100803,5,0,5.1
CUST-100804,3,1,5.3
CUST-100805,1,0,3.8
CUST-100806,2,0,4.5
CUST-100807,1,0,2.4
CUST-100808,1,1,1.1
CUST-100809,1,0,5.8
CUST-100810,3,1,0.5
CUST-100811,4,0,3.9
CUST-100812,0,0,0.5
CUST-100813,1,0,2.7
CUST-100814,1,1,3.8
CUST-100815,1,0,7.6
CUST-100816,3,1,1.8
CUST-100817,2,0,4.7
CUST-100818,0,1,8.3
CUST-100819,4,0,4.6
CUST-100820,0,0,3.2
CUST-100821,1,1,2.2
CUST-100822,1,2,4.1
CUST-100823,1,0,5.0
CUST-100824,0,0,1.3
CUST-100825,1,1,0.5
CUST-100826,1,1,4.3
CUST-100827,3,0,2.0
CUST-100828,1,0,3.6
CUST-100829,0,1,5.8
CUST-100830,0,0,3.1
CUST-100831,1,1,1.7
CUST-100832,1,0,4.4
CUST-100833,4,0,3.7
CUST-100834,0,0,0.5
CUST-100835,3,0,1.6
CUST-100836,2,0,5.8
CUST-100837,2,0,5.4
CUST-100838,1,1,1.3
CUST-100839,1,0,6.7
CUST-100840,1,0,4.6
CUST-100841,4,1,6.2
CUST-100842,3,0,6.1
CUST-100843,2,0,1.6
CUST-100844,2,0,4.8
CUST-100845,3,0,0.5
CUST-100846,2,0,3.8
CUST-100847,0,1,4.0
CUST-100848,1,0,3.7
CUST-100849,2,1,5.3
CUST-100850,3,1,4.9
CUST-100851,0,0,1.2
CUST-100852,0,1,5.8
CUST-100853,0,1,1.3
CUST-100854,2,1,4.9
CUST-100855,2,0,2.6
CUST-100856,0,1,4.9
CUST-100857,2,1,3.4
CUST-100858,1,0,4.7
CUST-100859,3,0,5.0
CUST-100860,4,0,7.3
CUST-100861,1,0,3.2
CUST-100862,4,0,5.7
CUST-100863,2,0,3.2
CUST-100864,3,1,3.5
CUST-100865,0,0,0.6
CUST-100866,3,0,6.2
CUST-100867,4,0,2.8
CUST-100868,1,2,0.5
CUST-100869,1,0,2.6
CUST-100870,2,1,3.2
CUST-100871,2,0,5.3
CUST-100872,2,0,4.2
CUST-100873,1,0,5.5
CUST-100874,1,0,1.2
CUST-100875,0,0,2.2
CUST-100876,3,0,4.7
CUST-100877,0,0,5.0
CUST-100878,1,0,3.0
CUST-100879,2,0,4.3
CUST-100880,4,0,0.8
CUST-100881,0,0,4.5
CUST-100882,1,0,5.3
CUST-100883,2,0,6.9
CUST-100884,0,0,5.8
CUST-100885,2,0,3.9
CUST-100886,2,0,4.6
CUST-100887,2,0,0.5
CUST-100888,3,1,2.7
CUST-100889,5,0,3.7
CUST-100890,4,0,4.9
CUST-100891,1,0,5.8
CUST-100892,0,0,2.7
CUST-100893,2,0,6.6
CUST-100894,1,0,6.6
CUST-100895,3,1,3.6
CUST-100896,5,2,3.9
CUST-100897,1,0,7.3
CUST-100898,2,0,3.4
CUST-100899,2,0,4.4
CUST-100900,1,0,2.7
CUST-100901,1,0,3.3
CUST-100902,2,1,1.6
CUST-100903,1,0,3.3
CUST-100904,2,0,2.2
CUST-100905,2,0,3.1
CUST-100906,0,0,5.1
CUST-100907,2,2,4.0
CUST-100908,2,1,2.1
CUST-100909,3,0,2.3
CUST-100910,1,0,0.7
CUST-100911,2,0,5.6
CUST-100912,5,0,2.7
CUST-100913,1,1,5.9
CUST-100914,0,0,1.7
CUST-100915,4,0,4.2
CUST-100916,1,1,1.7
CUST-100917,2,0,2.0
CUST-100918,1,0,3.8
CUST-100919,2,0,8.4
CUST-100920,2,0,1.1
CUST-100921,2,0,2.8
CUST-100922,3,0,4.9
CUST-100923,3,1,2.3
CUST-100924,1,1,6.8
CUST-100925,2,0,0.6
CUST-100926,3,0,2.4
CUST-100927,2,0,2.7
CUST-100928,2,0,5.6
